"Name","Species","GRIN","Synonym","Breeding Program","Parent1","Parent2","Pedigree","Description"
"REASANTE|PI94345","aestivum","PI 94345","PI94345","NSG","","","","Landrace line from Armenia"
"RECIO_DE_IZNALLOZ","durum","PI 191191","PI191191","NSG","","","","Landrace line from Granada Spain"
"RECORD","aestivum","CItr 8445","CITR8445","NSG","","","","Cultivar from Buenos Aires Argentina"
"RED_BEARDED_AUTUMN","aestivum","PI 44952","PI44952","NSG","","","","Cultivated line from Ville-de-Paris France"
"RED_BOBS","aestivum","PI 412985","PI412985, RebBobsSJ","NSG","","","","Cultivar from Saskatchewan Canada"
"RED_BURT","aestivum","PI 583690","PI583690","NSG","","","","Cultivar from Colorado United States"
"RED_EGYPTIAN|CITR12345","aestivum","CItr 12345","CITR12345","NSG","","","","Cultivated line from Egypt"
"RED_EGYPTIAN|PI45403","aestivum","PI 45403","PI45403","NSG","","","","Cultivated line from Free State South Africa"
"RED_FERN","aestivum","CItr 4936","CITR4936","NSG","","","","Cultivated line from Ontario Canada"
"RED_PROLIFIC","aestivum","PI 361761","PI361761","NSG","","","","Cultivated line from Denmark"
"RED_STAR","aestivum","PI 502627","PI502627","NSG","","","","Cultivar from Samarqand Uzbekistan"
"REDMAN","aestivum","PI 340740","PI340740","NSG","","","","Cultivar from United Kingdom"
"REDOMON_SELECTION","aestivum","PI 351506","PI351506","NSG","","","","Breeding line from Argentina"
"REGINA","durum","PI 157957","PI157957","NSG","","","","Cultivar from Sicily Italy"
"REGIONAL_DE_ANGOLA","aestivum","PI 192080","PI192080","NSG","","","","Cultivated line from Mozambique"
"REGIONAL_MOCHO","aestivum","PI 192198","PI192198","NSG","","","","Cultivated line from Angola"
"REICHERSBERGER_STAMM42","aestivum","PI 201138","PI201138","NSG","","","","Cultivar from Upper Austria Austria"
"RENEW","aestivum","PI 192131","PI192131","NSG","","","","Cultivated line from Mozambique"
"RESCOTE","aestivum","PI 168789","PI168789","NSG","","","","Cultivated line from Cuzco Peru"
"RETJE89","aestivum","PI 321873","PI321873","NSG","","","","Cultivated line from Slovenia"
"REVAL","aestivum","PI 351474","PI351474","NSG","","","","Cultivated line from Estonia"
"RF414-20","durum","PI 168913","PI168913","NSG","","","","Breeding line from Federal District Mexico"
"RF416-3","durum","PI 168916","PI168916","NSG","","","","Breeding line from Federal District Mexico"
"RF427-12","durum","PI 168922","PI168922","NSG","","","","Breeding line from Federal District Mexico"
"RHEEBOK","aestivum","PI 312116","PI312116","NSG","","","","Cultivar from Cape Province South Africa"
"RHODESIAN_SABANERO|PI230202","aestivum","PI 230202","PI230202","NSG","","","","Cultivar from Rift Valley Kenya"
"RHODESIAN_SABANERO|PI237658","aestivum","PI 237658","PI237658","NSG","","","","Cultivar from Rift Valley Kenya"
"RIBAND","aestivum","PI 592114","PI592114","NSG","","","","Cultivar from England United Kingdom"
"RICHELLE_ROSSO","aestivum","PI 192737","PI192737","NSG","","","","Landrace line from Ethiopia"
"RICHLAND","aestivum","PI 632399","PI632399, cuGS34","CNL","","","HOUSER/KLEIBER//WHITE 3 way cross composite","Cultivar from New York United States"
"RIMPAUS_BASTARD_II","aestivum","PI 180588","PI180588","NSG","","","","Cultivar from Saxony-Anhalt Germany"
"RITANA1267","aestivum","PI 185842","PI185842","NSG","","","","Cultivated line from Minas Gerais Brazil"
"RITCHIE","aestivum","PI 279454","PI279454","NSG","","","","Cultivar from England United Kingdom"
"RITZELHOFER_I","aestivum","PI 162002","PI162002","NSG","","","","Cultivar from Vienna Austria"
"RL1527","aestivum","CItr 12302","CITR12302","NSG","","","","Breeding line from Manitoba Canada"
"RL2520","aestivum","CItr 12876","CITR12876","NSG","","","","Breeding line from Manitoba Canada"
"RL2661","aestivum","CItr 12835","CITR12835","NSG","","","","Breeding line from Manitoba Canada"
"RL3174.6","durum","CItr 13338","CITR13338","NSG","","","","Breeding line from Manitoba Canada"
"RL4137","aestivum","CItr 13777","CITR13777","SSK","","","","Breeding line from Manitoba Canada  AAFC CRC "
"RL4314","aestivum","CItr 17750","CITR17750","NSG","","","","Breeding line from Manitoba Canada"
"RL592","aestivum","CItr 11474","CITR11474","NSG","","","","Breeding line from Manitoba Canada"
"RL6010","aestivum","CItr 15243","CITR15243, SPL8, Lr9, TcLr9","NSG","","","","Breeding line from Manitoba Canada"
"RL6019","aestivum","CItr 17751","CITR17751, SPL3, Lr2b, TcLr2b","NSG","","","","Breeding line from Manitoba Canada"
"RL6059","aestivum","CItr 17756","CITR17756","NSG","","","","Breeding line from Manitoba Canada"
"RL704.1","aestivum","CItr 11887","CITR11887","NSG","","","","Breeding line from Manitoba Canada"
"RL7075","durum","PI 520027","PI520027","NSG","","","","Breeding line from Manitoba Canada"
"RODE_RIS","aestivum","PI 308133","PI308133","NSG","","","","Landrace line from Netherlands"
"ROEMER|PI191985","aestivum","PI 191985","PI191985","NSG","","","","Cultivated line from Germany"
"ROEMER|PI192030","aestivum","PI 192030","PI192030","NSG","","","","Cultivated line from Germany"
"ROEMER|PI192038","aestivum","PI 192038","PI192038","NSG","","","","Cultivated line from Germany"
"ROEMER|PI192071","aestivum","PI 192071","PI192071","NSG","","","","Cultivated line from Germany"
"ROISEL","aestivum","PI 339857","PI339857","NSG","","","","Cultivar from Nord France"
"ROJO_BARBON","aestivum","CItr 8429","CITR8429","NSG","","","","Cultivated line from Mexico"
"ROJO_DE_PAMPLONA","aestivum","PI 191202","PI191202","NSG","","","","Landrace line from Navarra Spain"
"ROMA","aestivum","PI 191420","PI191420","NSG","","","","Cultivar from Italy"
"ROMANO","aestivum","PI 157949","PI157949","NSG","","","","Landrace line from Sicily Italy"
"ROMI","aestivum","PI 410908","PI410908","NSG","","","","Cultivar from Barcelona Spain"
"ROSAFE_ARGENTINO","aestivum","PI 191506","PI191506","NSG","","","","Cultivated line from England United Kingdom"
"ROSETA","durum","PI 192399","PI192399","NSG","","","","Landrace line from Italy"
"ROSIJANKA","aestivum","PI 559689","PI559689","NSG","","","","Cultivated line from Serbia"
"ROTER_LOWE","aestivum","PI 351944","PI351944","NSG","","","","Cultivar from Baden-Wurttemberg Germany"
"ROTHENBRUNNEN32","aestivum","PI 351172","PI351172","NSG","","","","Cultivar from Zurich Switzerland"
"ROTHWELL_SPRITE","aestivum","PI 337605","PI337605","NSG","","","","Cultivar from England United Kingdom"
"ROUMANIAN_AUTUMN","aestivum","PI 278421","PI278421","NSG","","","","Cultivated line from Romania"
"ROUSSE14","aestivum","PI 351620","PI351620","NSG","","","","Cultivated line from Bulgaria"
"ROUSSLA","aestivum","PI 189775","PI189775","NSG","","","","Cultivar from Tunisia"
"ROYO_BARBO","aestivum","CItr 8409","CITR8409","NSG","","","","Cultivated line from Mexico"
"RP5678-M1-M9-RP12-TM","aestivum","PI 520178","PI520178","NSG","","","","Breeding line from South Africa"
"RUBINKA9/18","aestivum","PI 323411","PI323411","NSG","","","","Breeding line from Croatia"
"RUBIO_ENTRELARGO_DEL_MONTIJO","durum","PI 47891","PI47891","NSG","","","","Landrace line from Badajoz Spain"
"RUFUS","aestivum","PI 191309","PI191309","NSG","","","","Cultivar from Namur Belgium"
"RUIVO_TARDIO","aestivum","PI 278413","PI278413","NSG","","","","Cultivated line from Portugal"
"RUIVO|PI185715","aestivum","PI 185715","PI185715","NSG","","","","Landrace line from Portalegre Portugal"
"RUIVO|PI192802","aestivum","PI 192802","PI192802","NSG","","","","Landrace line from Beja Portugal"
"RUMANIEN|PI192208","aestivum","PI 192208","PI192208","NSG","","","","Cultivated line from Romania"
"RUMANIEN|PI192397","aestivum","PI 192397","PI192397","NSG","","","","Cultivated line from Romania"
"RUMINAHUI","aestivum","PI 343738","PI343738","NSG","","","","Cultivar from Pichincha Ecuador"
"RUSKA","aestivum","PI 285999","PI285999","NSG","","","","Cultivated line from Poland"
"RUSSELLO_S.G.7","durum","PI 264948","PI264948","NSG","","","","Cultivar from Italy"
"RUSTPROOF","aestivum","PI 42403","PI42403","NSG","","","","Cultivated line from Free State South Africa"
"RY2","aestivum","PI 479700","PI479700","NSG","","","","Cultivar from South Africa"
"RYMER","aestivum","PI 36586","PI36586","NSG","","","","Cultivar from New South Wales Australia"
"S-1","aestivum","PI 182077","PI182077","NSG","","","","Cultivated line from Sind Pakistan"
"S-11","aestivum","PI 212449","PI212449","NSG","","","","Landrace line from Afghanistan"
"S-20","aestivum","PI 182094","PI182094","NSG","","","","Cultivated line from Sind Pakistan"
"S-30443","aestivum","PI 274501","PI274501","NSG","","","","Breeding line from La Araucania Chile"
"S-44","durum","PI 182113","PI182113","NSG","","","","Cultivated line from Sind Pakistan"
"S.A.21","aestivum","PI 159105","PI159105","NSG","","","","Breeding line from Transvaal South Africa"
"S.A.7|PI159100","aestivum","PI 159100","PI159100","NSG","","","","Breeding line from Transvaal South Africa"
"S.A.7|PI170902","aestivum","PI 170902","PI170902","NSG","","","","Breeding line from Transvaal South Africa"
"S1103","aestivum","PI 345931","PI345931","NSG","","","","Breeding line from Zimbabwe"
"S1118","aestivum","PI 345934","PI345934","NSG","","","","Breeding line from Zimbabwe"
"S1127A1","aestivum","PI 345936","PI345936","NSG","","","","Breeding line from Zimbabwe"
"S1130A1","aestivum","PI 345935","PI345935","NSG","","","","Breeding line from Zimbabwe"
"S1138A4A2","aestivum","PI 345938","PI345938","NSG","","","","Breeding line from Zimbabwe"
"S149","aestivum","PI 278475","PI278475","NSG","","","","Cultivated line from Former Soviet Union"
"S493","aestivum","CItr 12156","CITR12156","NSG","","","","Breeding line from Saskatchewan Canada"
"S691B","aestivum","CItr 12170","CITR12170","NSG","","","","Breeding line from Saskatchewan Canada"
"S700","aestivum","CItr 12171","CITR12171","NSG","","","","Breeding line from Saskatchewan Canada"
"S718","durum","PI 520044","PI520044","NSG","","","","Breeding line from Rift Valley Kenya"
"S723A1B2","aestivum","PI 314923","PI314923","NSG","","","","Breeding line from Zimbabwe"
"S812A1A3","aestivum","PI 330447","PI330447","NSG","","","","Breeding line from Zimbabwe"
"S89B3","aestivum","CItr 14348","CITR14348","NSG","","","","Breeding line from Zimbabwe"
"S948A1","aestivum","PI 314924","PI314924","NSG","","","","Breeding line from Zimbabwe"
"S99B34","durum","PI 636501","PI636501","NSG","","","","Breeding line from North Dakota United States"
